cod_ibge_7,uf,regiao,cod_uf,cod_municipio,nome_municipio,nome_municipio_norm,populacao_estimada_int,porte_municipio,observacao
4214102,SC,Sul,42,14102,Presidente Nereu,presidente nereu,2347,muito_pequeno_ate_10k,
4214151,SC,Sul,42,14151,Princesa,princesa,3073,muito_pequeno_ate_10k,
4214201,SC,Sul,42,14201,Quilombo,quilombo,11433,pequeno_10k_50k,
4214300,SC,Sul,42,14300,Rancho Queimado,rancho queimado,3484,muito_pequeno_ate_10k,
4214409,SC,Sul,42,14409,Rio das Antas,rio das antas,6399,muito_pequeno_ate_10k,
4214508,SC,Sul,42,14508,Rio do Campo,rio do campo,6638,muito_pequeno_ate_10k,
4214607,SC,Sul,42,14607,Rio do Oeste,rio do oeste,8071,muito_pequeno_ate_10k,
4214706,SC,Sul,42,14706,Rio dos Cedros,rio dos cedros,11218,pequeno_10k_50k,
4214805,SC,Sul,42,14805,Rio do Sul,rio do sul,77451,medio_50k_100k,
4214904,SC,Sul,42,14904,Rio Fortuna,rio fortuna,5044,muito_pequeno_ate_10k,
4215000,SC,Sul,42,15000,Rio Negrinho,rio negrinho,40132,pequeno_10k_50k,
4215059,SC,Sul,42,15059,Rio Rufino,rio rufino,2429,muito_pequeno_ate_10k,
4215075,SC,Sul,42,15075,Riqueza,riqueza,4828,muito_pequeno_ate_10k,
4215109,SC,Sul,42,15109,Rodeio,rodeio,13491,pequeno_10k_50k,
4215208,SC,Sul,42,15208,Romelândia,romelandia,4684,muito_pequeno_ate_10k,
4215307,SC,Sul,42,15307,Salete,salete,7656,muito_pequeno_ate_10k,
4215356,SC,Sul,42,15356,Saltinho,saltinho,3604,muito_pequeno_ate_10k,
4215406,SC,Sul,42,15406,Salto Veloso,salto veloso,4495,muito_pequeno_ate_10k,
4215455,SC,Sul,42,15455,Sangão,sangao,13797,pequeno_10k_50k,
4215505,SC,Sul,42,15505,Santa Cecília,santa cecilia,15749,pequeno_10k_50k,
4215554,SC,Sul,42,15554,Santa Helena,santa helena,2476,muito_pequeno_ate_10k,
4215604,SC,Sul,42,15604,Santa Rosa de Lima,santa rosa de lima,2131,muito_pequeno_ate_10k,
4215653,SC,Sul,42,15653,Santa Rosa do Sul,santa rosa do sul,10450,pequeno_10k_50k,
4215679,SC,Sul,42,15679,Santa Terezinha,santa terezinha,8015,muito_pequeno_ate_10k,
4215687,SC,Sul,42,15687,Santa Terezinha do Progresso,santa terezinha do progresso,2534,muito_pequeno_ate_10k,
4215695,SC,Sul,42,15695,Santiago do Sul,santiago do sul,1732,muito_pequeno_ate_10k,
4215703,SC,Sul,42,15703,Santo Amaro da Imperatriz,santo amaro da imperatriz,30099,pequeno_10k_50k,
4215752,SC,Sul,42,15752,São Bernardino,sao bernardino,2715,muito_pequeno_ate_10k,
4215802,SC,Sul,42,15802,São Bento do Sul,sao bento do sul,87661,medio_50k_100k,
4215901,SC,Sul,42,15901,São Bonifácio,sao bonifacio,2982,muito_pequeno_ate_10k,
4216008,SC,Sul,42,16008,São Carlos,sao carlos,10462,pequeno_10k_50k,
4216057,SC,Sul,42,16057,São Cristóvão do Sul,sao cristovao do sul,6489,muito_pequeno_ate_10k,
4216107,SC,Sul,42,16107,São Domingos,sao domingos,9343,muito_pequeno_ate_10k,
4216206,SC,Sul,42,16206,São Francisco do Sul,sao francisco do sul,56726,medio_50k_100k,
4216255,SC,Sul,42,16255,São João do Oeste,sao joao do oeste,6467,muito_pequeno_ate_10k,
4216305,SC,Sul,42,16305,São João Batista,sao joao batista,35336,pequeno_10k_50k,
4216354,SC,Sul,42,16354,São João do Itaperiú,sao joao do itaperiu,4827,muito_pequeno_ate_10k,
4216404,SC,Sul,42,16404,São João do Sul,sao joao do sul,9278,muito_pequeno_ate_10k,
4216503,SC,Sul,42,16503,São Joaquim,sao joaquim,26982,pequeno_10k_50k,
4216602,SC,Sul,42,16602,São José,sao jose,295658,grande_acima_100k,
4216701,SC,Sul,42,16701,São José do Cedro,sao jose do cedro,14538,pequeno_10k_50k,
4216800,SC,Sul,42,16800,São José do Cerrito,sao jose do cerrito,8706,muito_pequeno_ate_10k,
4216909,SC,Sul,42,16909,São Lourenço do Oeste,sao lourenco do oeste,26056,pequeno_10k_50k,
4217006,SC,Sul,42,17006,São Ludgero,sao ludgero,14444,pequeno_10k_50k,
4217105,SC,Sul,42,17105,São Martinho,sao martinho,3520,muito_pequeno_ate_10k,
4217154,SC,Sul,42,17154,São Miguel da Boa Vista,sao miguel da boa vista,1777,muito_pequeno_ate_10k,
4217204,SC,Sul,42,17204,São Miguel do Oeste,sao miguel do oeste,47724,pequeno_10k_50k,
4217253,SC,Sul,42,17253,São Pedro de Alcântara,sao pedro de alcantara,6175,muito_pequeno_ate_10k,
4217303,SC,Sul,42,17303,Saudades,saudades,10799,pequeno_10k_50k,
4217402,SC,Sul,42,17402,Schroeder,schroeder,21710,pequeno_10k_50k,
4217501,SC,Sul,42,17501,Seara,seara,19399,pequeno_10k_50k,
4217550,SC,Sul,42,17550,Serra Alta,serra alta,3370,muito_pequeno_ate_10k,
4217600,SC,Sul,42,17600,Siderópolis,sideropolis,14156,pequeno_10k_50k,
4217709,SC,Sul,42,17709,Sombrio,sombrio,31722,pequeno_10k_50k,
4217758,SC,Sul,42,17758,Sul Brasil,sul brasil,2900,muito_pequeno_ate_10k,
4217808,SC,Sul,42,17808,Taió,taio,18909,pequeno_10k_50k,
4217907,SC,Sul,42,17907,Tangará,tangara,8144,muito_pequeno_ate_10k,
4217956,SC,Sul,42,17956,Tigrinhos,tigrinhos,2535,muito_pequeno_ate_10k,
4218004,SC,Sul,42,18004,Tijucas,tijucas,58695,medio_50k_100k,
4218103,SC,Sul,42,18103,Timbé do Sul,timbe do sul,5503,muito_pequeno_ate_10k,
4218202,SC,Sul,42,18202,Timbó,timbo,49768,pequeno_10k_50k,
4218251,SC,Sul,42,18251,Timbó Grande,timbo grande,7521,muito_pequeno_ate_10k,
4218301,SC,Sul,42,18301,Três Barras,tres barras,20525,pequeno_10k_50k,
4218350,SC,Sul,42,18350,Treviso,treviso,3920,muito_pequeno_ate_10k,
4218400,SC,Sul,42,18400,Treze de Maio,treze de maio,7633,muito_pequeno_ate_10k,
4218509,SC,Sul,42,18509,Treze Tílias,treze tilias,9531,muito_pequeno_ate_10k,
4218608,SC,Sul,42,18608,Trombudo Central,trombudo central,7599,muito_pequeno_ate_10k,
4218707,SC,Sul,42,18707,Tubarão,tubarao,116725,grande_acima_100k,
4218756,SC,Sul,42,18756,Tunápolis,tunapolis,5081,muito_pequeno_ate_10k,
4218806,SC,Sul,42,18806,Turvo,turvo,13604,pequeno_10k_50k,
4218855,SC,Sul,42,18855,União do Oeste,uniao do oeste,2791,muito_pequeno_ate_10k,
4218905,SC,Sul,42,18905,Urubici,urubici,11064,pequeno_10k_50k,
4218954,SC,Sul,42,18954,Urupema,urupema,2751,muito_pequeno_ate_10k,
4219002,SC,Sul,42,19002,Urussanga,urussanga,21464,pequeno_10k_50k,
4219101,SC,Sul,42,19101,Vargeão,vargeao,3726,muito_pequeno_ate_10k,
4219150,SC,Sul,42,19150,Vargem,vargem,2613,muito_pequeno_ate_10k,
4219176,SC,Sul,42,19176,Vargem Bonita,vargem bonita,4597,muito_pequeno_ate_10k,
4219200,SC,Sul,42,19200,Vidal Ramos,vidal ramos,6266,muito_pequeno_ate_10k,
4219309,SC,Sul,42,19309,Videira,videira,59074,medio_50k_100k,
4219358,SC,Sul,42,19358,Vitor Meireles,vitor meireles,5507,muito_pequeno_ate_10k,
4219408,SC,Sul,42,19408,Witmarsum,witmarsum,4513,muito_pequeno_ate_10k,
4219507,SC,Sul,42,19507,Xanxerê,xanxere,54891,medio_50k_100k,
4219606,SC,Sul,42,19606,Xavantina,xavantina,3583,muito_pequeno_ate_10k,
4219705,SC,Sul,42,19705,Xaxim,xaxim,34485,pequeno_10k_50k,
4219853,SC,Sul,42,19853,Zortéa,zortea,4257,muito_pequeno_ate_10k,
4220000,SC,Sul,42,20000,Balneário Rincão,balneario rincao,17697,pequeno_10k_50k,
4300034,RS,Sul,43,00034,Aceguá,acegua,4251,muito_pequeno_ate_10k,
4300059,RS,Sul,43,00059,Água Santa,agua santa,4003,muito_pequeno_ate_10k,
4300109,RS,Sul,43,00109,Agudo,agudo,16341,pequeno_10k_50k,
4300208,RS,Sul,43,00208,Ajuricaba,ajuricaba,6843,muito_pequeno_ate_10k,
4300307,RS,Sul,43,00307,Alecrim,alecrim,6219,muito_pequeno_ate_10k,
4300406,RS,Sul,43,00406,Alegrete,alegrete,74285,medio_50k_100k,
4300455,RS,Sul,43,00455,Alegria,alegria,3705,muito_pequeno_ate_10k,
4300471,RS,Sul,43,00471,Almirante Tamandaré do Sul,almirante tamandare do sul,2007,muito_pequeno_ate_10k,
4300505,RS,Sul,43,00505,Alpestre,alpestre,7235,muito_pequeno_ate_10k,
4300554,RS,Sul,43,00554,Alto Alegre,alto alegre,1837,muito_pequeno_ate_10k,
4300570,RS,Sul,43,00570,Alto Feliz,alto feliz,3145,muito_pequeno_ate_10k,
4300604,RS,Sul,43,00604,Alvorada,alvorada,194062,grande_acima_100k,
4300638,RS,Sul,43,00638,Amaral Ferrador,amaral ferrador,5384,muito_pequeno_ate_10k,
4300646,RS,Sul,43,00646,Ametista do Sul,ametista do sul,7826,muito_pequeno_ate_10k,
4300661,RS,Sul,43,00661,André da Rocha,andre da rocha,1156,muito_pequeno_ate_10k,
4300703,RS,Sul,43,00703,Anta Gorda,anta gorda,6080,muito_pequeno_ate_10k,
4300802,RS,Sul,43,00802,Antônio Prado,antonio prado,13332,pequeno_10k_50k,
4300851,RS,Sul,43,00851,Arambaré,arambare,4215,muito_pequeno_ate_10k,
4300877,RS,Sul,43,00877,Araricá,ararica,8831,muito_pequeno_ate_10k,
4300901,RS,Sul,43,00901,Aratiba,aratiba,6618,muito_pequeno_ate_10k,
4301008,RS,Sul,43,01008,Arroio do Meio,arroio do meio,22523,pequeno_10k_50k,
4301057,RS,Sul,43,01057,Arroio do Sal,arroio do sal,11418,pequeno_10k_50k,
4301073,RS,Sul,43,01073,Arroio do Padre,arroio do padre,2650,muito_pequeno_ate_10k,
4301107,RS,Sul,43,01107,Arroio dos Ratos,arroio dos ratos,14934,pequeno_10k_50k,
4301206,RS,Sul,43,01206,Arroio do Tigre,arroio do tigre,12291,pequeno_10k_50k,
4301305,RS,Sul,43,01305,Arroio Grande,arroio grande,17879,pequeno_10k_50k,
4301404,RS,Sul,43,01404,Arvorezinha,arvorezinha,10547,pequeno_10k_50k,
4301503,RS,Sul,43,01503,Augusto Pestana,augusto pestana,7303,muito_pequeno_ate_10k,
4301552,RS,Sul,43,01552,Áurea,aurea,3458,muito_pequeno_ate_10k,
4301602,RS,Sul,43,01602,Bagé,bage,121928,grande_acima_100k,
4301636,RS,Sul,43,01636,Balneário Pinhal,balneario pinhal,15413,pequeno_10k_50k,
4301651,RS,Sul,43,01651,Barão,barao,6496,muito_pequeno_ate_10k,
4301701,RS,Sul,43,01701,Barão de Cotegipe,barao de cotegipe,7320,muito_pequeno_ate_10k,
4301750,RS,Sul,43,01750,Barão do Triunfo,barao do triunfo,5972,muito_pequeno_ate_10k,
4301800,RS,Sul,43,01800,Barracão,barracao,4915,muito_pequeno_ate_10k,
4301859,RS,Sul,43,01859,Barra do Guarita,barra do guarita,3231,muito_pequeno_ate_10k,
4301875,RS,Sul,43,01875,Barra do Quaraí,barra do quarai,4340,muito_pequeno_ate_10k,
4301909,RS,Sul,43,01909,Barra do Ribeiro,barra do ribeiro,12473,pequeno_10k_50k,
4301925,RS,Sul,43,01925,Barra do Rio Azul,barra do rio azul,1721,muito_pequeno_ate_10k,
4301958,RS,Sul,43,01958,Barra Funda,barra funda,2557,muito_pequeno_ate_10k,
4302006,RS,Sul,43,02006,Barros Cassal,barros cassal,9425,muito_pequeno_ate_10k,
4302055,RS,Sul,43,02055,Benjamin Constant do Sul,benjamin constant do sul,2118,muito_pequeno_ate_10k,
4302105,RS,Sul,43,02105,Bento Gonçalves,bento goncalves,127977,grande_acima_100k,
4302154,RS,Sul,43,02154,Boa Vista das Missões,boa vista das missoes,1968,muito_pequeno_ate_10k,
4302204,RS,Sul,43,02204,Boa Vista do Buricá,boa vista do burica,7129,muito_pequeno_ate_10k,
4302220,RS,Sul,43,02220,Boa Vista do Cadeado,boa vista do cadeado,2269,muito_pequeno_ate_10k,
4302238,RS,Sul,43,02238,Boa Vista do Incra,boa vista do incra,2314,muito_pequeno_ate_10k,
4302253,RS,Sul,43,02253,Boa Vista do Sul,boa vista do sul,2815,muito_pequeno_ate_10k,
4302303,RS,Sul,43,02303,Bom Jesus,bom jesus,11429,pequeno_10k_50k,
4302352,RS,Sul,43,02352,Bom Princípio,bom principio,13665,pequeno_10k_50k,
4302378,RS,Sul,43,02378,Bom Progresso,bom progresso,2132,muito_pequeno_ate_10k,
4302402,RS,Sul,43,02402,Bom Retiro do Sul,bom retiro do sul,12587,pequeno_10k_50k,
4302451,RS,Sul,43,02451,Boqueirão do Leão,boqueirao do leao,6202,muito_pequeno_ate_10k,
4302501,RS,Sul,43,02501,Bossoroca,bossoroca,5978,muito_pequeno_ate_10k,
4302584,RS,Sul,43,02584,Bozano,bozano,2195,muito_pequeno_ate_10k,
4302600,RS,Sul,43,02600,Braga,braga,3322,muito_pequeno_ate_10k,
4302659,RS,Sul,43,02659,Brochier,brochier,5083,muito_pequeno_ate_10k,
4302709,RS,Sul,43,02709,Butiá,butia,19421,pequeno_10k_50k,
4302808,RS,Sul,43,02808,Caçapava do Sul,cacapava do sul,33501,pequeno_10k_50k,
4302907,RS,Sul,43,02907,Cacequi,cacequi,11300,pequeno_10k_50k,
4303004,RS,Sul,43,03004,Cachoeira do Sul,cachoeira do sul,82222,medio_50k_100k,
4303103,RS,Sul,43,03103,Cachoeirinha,cachoeirinha,141503,grande_acima_100k,
4303202,RS,Sul,43,03202,Cacique Doble,cacique doble,4692,muito_pequeno_ate_10k,
4303301,RS,Sul,43,03301,Caibaté,caibate,4795,muito_pequeno_ate_10k,
4303400,RS,Sul,43,03400,Caiçara,caicara,4931,muito_pequeno_ate_10k,
4303509,RS,Sul,43,03509,Camaquã,camaqua,63961,medio_50k_100k,
4303558,RS,Sul,43,03558,Camargo,camargo,3060,muito_pequeno_ate_10k,
4303608,RS,Sul,43,03608,Cambará do Sul,cambara do sul,6490,muito_pequeno_ate_10k,
4303673,RS,Sul,43,03673,Campestre da Serra,campestre da serra,3311,muito_pequeno_ate_10k,
4303707,RS,Sul,43,03707,Campina das Missões,campina das missoes,5999,muito_pequeno_ate_10k,
4303806,RS,Sul,43,03806,Campinas do Sul,campinas do sul,5388,muito_pequeno_ate_10k,
4303905,RS,Sul,43,03905,Campo Bom,campo bom,64719,medio_50k_100k,
4304002,RS,Sul,43,04002,Campo Novo,campo novo,5063,muito_pequeno_ate_10k,
4304101,RS,Sul,43,04101,Campos Borges,campos borges,3695,muito_pequeno_ate_10k,
4304200,RS,Sul,43,04200,Candelária,candelaria,29775,pequeno_10k_50k,
4304309,RS,Sul,43,04309,Cândido Godói,candido godoi,6419,muito_pequeno_ate_10k,
4304358,RS,Sul,43,04358,Candiota,candiota,11012,pequeno_10k_50k,
4304408,RS,Sul,43,04408,Canela,canela,50715,medio_50k_100k,
4304507,RS,Sul,43,04507,Canguçu,cangucu,50968,medio_50k_100k,
4304606,RS,Sul,43,04606,Canoas,canoas,359840,grande_acima_100k,
4304614,RS,Sul,43,04614,Canudos do Vale,canudos do vale,1686,muito_pequeno_ate_10k,
4304622,RS,Sul,43,04622,Capão Bonito do Sul,capao bonito do sul,1769,muito_pequeno_ate_10k,
4304630,RS,Sul,43,04630,Capão da Canoa,capao da canoa,66234,medio_50k_100k,
4304655,RS,Sul,43,04655,Capão do Cipó,capao do cipo,3187,muito_pequeno_ate_10k,
4304663,RS,Sul,43,04663,Capão do Leão,capao do leao,27416,pequeno_10k_50k,
4304671,RS,Sul,43,04671,Capivari do Sul,capivari do sul,4080,muito_pequeno_ate_10k,
4304689,RS,Sul,43,04689,Capela de Santana,capela de santana,11424,pequeno_10k_50k,
4304697,RS,Sul,43,04697,Capitão,capitao,2994,muito_pequeno_ate_10k,
4304705,RS,Sul,43,04705,Carazinho,carazinho,63670,medio_50k_100k,
4304713,RS,Sul,43,04713,Caraá,caraa,7555,muito_pequeno_ate_10k,
4304804,RS,Sul,43,04804,Carlos Barbosa,carlos barbosa,31585,pequeno_10k_50k,
